source_artifact,snapshot_report_date,stock_id,stock_name,model_id,model_name_zh,report_line,report_bucket,mainstream_segment,display_rank,rank_bucket,model_score,score_decile,operation_section,row_action_status,buy_rank_eligible,anchor_date,ranking_evaluation_eligible,trade_eligible,research_note,entry_date,entry_open_price,forward_window_status,return_d1_close_pct,mfe_d1_pct,mae_d1_pct,return_d3_close_pct,mfe_d3_pct,mae_d3_pct,return_d5_close_pct,mfe_d5_pct,mae_d5_pct,return_d10_close_pct,mfe_d10_pct,mae_d10_pct,generated_at
model_signals_for_report,20260615,6862,三集瑞-KY,hot_theme_pullback,熱門族群回檔模型,mainstream,mainstream,mainstream,30,rank_021_plus,86.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,205.0000,partial_forward_price,-8.2927,0.9756,-8.2927,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,8039,台虹,hot_theme_pullback,熱門族群回檔模型,mainstream,mainstream,mainstream,31,rank_021_plus,86.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,150.0000,partial_forward_price,-5.6667,0.6667,-6.0000,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2382,廣達,hot_theme_pullback,熱門族群回檔模型,mainstream,mainstream,mainstream,32,rank_021_plus,84.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,371.5000,partial_forward_price,-2.4226,0.2692,-2.5572,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3017,奇鋐,hot_theme_pullback,熱門族群回檔模型,mainstream,mainstream,mainstream,33,rank_021_plus,84.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,2455.0000,partial_forward_price,-3.4623,0.6110,-3.4623,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,6805,富世達,hot_theme_pullback,熱門族群回檔模型,mainstream,mainstream,mainstream,34,rank_021_plus,84.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,1740.0000,partial_forward_price,-0.8621,1.4368,-1.1494,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,6239,力成,hot_theme_pullback,熱門族群回檔模型,mainstream,mainstream,mainstream,35,rank_021_plus,81.8,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,329.0000,partial_forward_price,5.3191,8.5106,-2.4316,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,1612,宏泰,hot_theme_pullback,熱門族群回檔模型,mainstream,mainstream,mainstream,36,rank_021_plus,81.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,38.5000,partial_forward_price,-1.6883,0.0000,-1.9481,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2634,漢翔,hot_theme_pullback,熱門族群回檔模型,mainstream,mainstream,mainstream,37,rank_021_plus,81.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,47.3500,partial_forward_price,-1.2672,0.2112,-1.4784,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,1727,中華化,hot_theme_pullback,熱門族群回檔模型,mainstream,mainstream,mainstream,38,rank_021_plus,78.0,score_70_80,,,,20260615,True,False,as_published_model_ranking_truth,20260616,86.2000,partial_forward_price,-0.9281,0.9281,-1.7401,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,6206,飛捷,hot_theme_pullback,熱門族群回檔模型,mainstream,mainstream,mainstream,39,rank_021_plus,78.0,score_70_80,,,,20260615,True,False,as_published_model_ranking_truth,20260616,130.5000,partial_forward_price,-1.1494,0.0000,-2.2989,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,6285,啟碁,hot_theme_pullback,熱門族群回檔模型,mainstream,mainstream,mainstream,40,rank_021_plus,78.0,score_70_80,,,,20260615,True,False,as_published_model_ranking_truth,20260616,279.5000,partial_forward_price,-5.0089,0.5367,-5.0089,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2049,上銀,hot_theme_pullback,熱門族群回檔模型,mainstream,mainstream,mainstream,41,rank_021_plus,75.0,score_70_80,,,,20260615,True,False,as_published_model_ranking_truth,20260616,333.0000,partial_forward_price,-2.5526,0.0000,-3.7538,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2401,凌陽,near_high_neckline_challenge,接近前高 / 頸線挑戰模型,mainstream,mainstream,mainstream,1,rank_001_005,70.6,score_70_80,,,,20260615,True,False,as_published_model_ranking_truth,20260616,32.0000,partial_forward_price,-3.9062,1.7187,-4.2188,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2337,旺宏,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,1,rank_001_005,88.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,164.0000,partial_forward_price,1.5244,1.5244,-2.1341,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2356,英業達,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,2,rank_001_005,88.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,68.2000,partial_forward_price,-2.3460,0.5865,-2.9326,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2369,菱生,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,3,rank_001_005,88.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,36.2000,partial_forward_price,-4.0055,0.8287,-4.2818,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,6213,聯茂,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,4,rank_001_005,88.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,267.0000,partial_forward_price,-3.3708,1.3109,-4.4944,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3665,貿聯-KY,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,5,rank_001_005,83.1,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,2265.0000,partial_forward_price,-6.4018,0.4415,-6.8433,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,1560,中砂,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,6,rank_006_010,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,711.0000,partial_forward_price,-4.5007,0.9845,-4.9226,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,1618,合機,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,7,rank_006_010,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,43.1000,partial_forward_price,-2.4362,0.0000,-2.4362,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2308,台達電,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,8,rank_006_010,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,2265.0000,partial_forward_price,-1.5453,0.2208,-1.9868,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2317,鴻海,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,9,rank_006_010,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,270.0000,partial_forward_price,-0.3704,0.3704,-1.6667,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2345,智邦,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,10,rank_006_010,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,2495.0000,partial_forward_price,1.0020,2.4048,-3.4068,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2347,聯強,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,11,rank_011_020,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,91.0000,partial_forward_price,2.1978,3.1868,-0.4396,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2359,所羅門,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,12,rank_011_020,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,138.5000,partial_forward_price,-3.9711,0.7220,-4.6931,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2368,金像電,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,13,rank_011_020,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,1330.0000,partial_forward_price,1.1278,3.0075,-0.7519,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2376,技嘉,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,14,rank_011_020,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,352.5000,partial_forward_price,-1.2766,0.0000,-2.1277,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2383,台光電,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,15,rank_011_020,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,5120.0000,partial_forward_price,0.0000,1.9531,-1.0742,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2395,研華,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,16,rank_011_020,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,493.0000,partial_forward_price,-2.6369,0.0000,-3.6511,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2399,映泰,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,17,rank_011_020,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,48.7000,partial_forward_price,8.4189,8.4189,-1.8480,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2464,盟立,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,18,rank_011_020,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,179.5000,partial_forward_price,0.0000,0.0000,0.0000,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2465,麗臺,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,19,rank_011_020,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,81.5000,partial_forward_price,-2.9448,1.3497,-3.0675,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3037,欣興,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,20,rank_011_020,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,986.0000,partial_forward_price,-0.5071,1.9270,-2.1298,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3044,健鼎,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,21,rank_021_plus,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,532.0000,partial_forward_price,2.6316,4.8872,-0.5639,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3051,力特,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,22,rank_021_plus,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,27.8000,partial_forward_price,-4.3165,0.0000,-4.3165,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3167,大量,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,23,rank_021_plus,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,835.0000,partial_forward_price,-4.1916,1.1976,-8.1437,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3231,緯創,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,24,rank_021_plus,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,162.0000,partial_forward_price,-2.4691,0.0000,-2.4691,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3443,創意,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,25,rank_021_plus,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,5055.0000,partial_forward_price,-2.6706,0.0000,-4.1543,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3653,健策,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,26,rank_021_plus,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,3940.0000,partial_forward_price,-3.9340,0.2538,-4.4416,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3706,神達,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,27,rank_021_plus,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,86.3000,partial_forward_price,-2.3175,0.4635,-2.4334,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3715,定穎投控,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,28,rank_021_plus,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,171.5000,partial_forward_price,-0.2915,1.4577,-0.8746,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,4526,東台,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,29,rank_021_plus,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,38.8500,partial_forward_price,-2.0592,0.9009,-2.1879,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,4967,十銓,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,30,rank_021_plus,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,281.0000,partial_forward_price,-2.1352,0.1779,-3.2028,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,5388,中磊,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,31,rank_021_plus,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,86.5000,partial_forward_price,-2.6590,0.4624,-2.6590,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,6152,百一,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,32,rank_021_plus,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,15.0500,partial_forward_price,-3.6545,1.6611,-3.6545,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,6282,康舒,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,33,rank_021_plus,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,59.2000,partial_forward_price,-2.5338,1.1824,-2.5338,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,6770,力積電,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,34,rank_021_plus,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,75.0000,partial_forward_price,-5.3333,3.4667,-5.3333,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,8028,昇陽半導體,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,35,rank_021_plus,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,325.0000,partial_forward_price,-3.3846,3.6923,-3.3846,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,8046,南電,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,36,rank_021_plus,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,860.0000,partial_forward_price,4.8837,8.0233,-0.2326,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,8150,南茂,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,37,rank_021_plus,83.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,96.6000,partial_forward_price,-2.0704,5.0725,-2.2774,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,4934,太極,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,38,rank_021_plus,81.0,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,18.0500,partial_forward_price,-4.1551,0.8310,-4.1551,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,5469,瀚宇博,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,39,rank_021_plus,80.9,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,88.0000,partial_forward_price,-2.6136,0.7955,-2.7273,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3189,景碩,price_pullback_23ema,股價回檔模型,mainstream,mainstream,mainstream,40,rank_021_plus,80.3,score_80_90,,,,20260615,True,False,as_published_model_ranking_truth,20260616,660.0000,partial_forward_price,-2.7273,4.2424,-3.4848,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
