logical_source,stock_id,expected_path,url,source_type,success,status_category,http_status,error_message,rows,columns,line_count,local_file_exists,local_line_count,local_rows,local_columns,file_size,latest_date,empty_table,newline_ok,chatgpt_friendly,sample_status,mature_sample_status,content_preview_hash,checked_at
individual_stock_report_md,8299,output/latest/individual_stock_reports/8299_latest.md,https://LeoChen0727.github.io/tdcc-weekly-report/latest/individual_stock_reports/8299_latest.md,pages,True,success,200,,152,1,152,True,152,152,1,5889,,False,True,True,ok,,95e557000a45953e,2026-05-26 02:27:55 Asia/Taipei
individual_stock_report_md,8299,output/latest/individual_stock_reports/8299_latest.md,https://raw.githubusercontent.com/LeoChen0727/tdcc-weekly-report/main/output/latest/individual_stock_reports/8299_latest.md,raw,True,success,200,,152,1,152,True,152,152,1,5889,,False,True,True,ok,,95e557000a45953e,2026-05-26 02:27:55 Asia/Taipei
sell_strategy_backtest,2484,output/history/sell_strategy_backtest/2484_sell_strategy_backtest.csv,https://api.github.com/repos/LeoChen0727/tdcc-weekly-report/contents/output/history/sell_strategy_backtest/2484_sell_strategy_backtest.csv?ref=main,api,True,success,200,,60,16,61,True,61,60,16,8773,,False,True,True,ok,,0233ed417248ebb0,2026-05-26 02:27:54 Asia/Taipei
sell_strategy_backtest,2484,output/history/sell_strategy_backtest/2484_sell_strategy_backtest.csv,https://LeoChen0727.github.io/tdcc-weekly-report/output/history/sell_strategy_backtest/2484_sell_strategy_backtest.csv,pages,False,missing_file,404,"<!DOCTYPE html>
<html>
  <head>
    <meta http-equiv=""Content-type"" content=""text/html; charset=utf-8"">
    <meta http-equiv=""Content-Security-Policy"" content=""default-src 'none'; style-src 'unsafe-inline'; img-src data:; connect-src 'self'"">
    <title>Page not found &middot; GitHub Pages</title>",0,0,0,True,61,60,16,8773,,False,True,False,ok,,,2026-05-26 02:27:54 Asia/Taipei
sell_strategy_backtest,2484,output/history/sell_strategy_backtest/2484_sell_strategy_backtest.csv,https://raw.githubusercontent.com/LeoChen0727/tdcc-weekly-report/main/output/history/sell_strategy_backtest/2484_sell_strategy_backtest.csv,raw,True,success,200,,60,16,61,True,61,60,16,8773,,False,True,True,ok,,0233ed417248ebb0,2026-05-26 02:27:54 Asia/Taipei
sell_strategy_backtest,8299,output/history/sell_strategy_backtest/8299_sell_strategy_backtest.csv,https://api.github.com/repos/LeoChen0727/tdcc-weekly-report/contents/output/history/sell_strategy_backtest/8299_sell_strategy_backtest.csv?ref=main,api,True,success,200,,20,16,21,True,21,20,16,3265,,False,True,True,ok,,bbd2f6e34fb7d816,2026-05-26 02:27:55 Asia/Taipei
sell_strategy_backtest,8299,output/history/sell_strategy_backtest/8299_sell_strategy_backtest.csv,https://LeoChen0727.github.io/tdcc-weekly-report/output/history/sell_strategy_backtest/8299_sell_strategy_backtest.csv,pages,False,missing_file,404,"<!DOCTYPE html>
<html>
  <head>
    <meta http-equiv=""Content-type"" content=""text/html; charset=utf-8"">
    <meta http-equiv=""Content-Security-Policy"" content=""default-src 'none'; style-src 'unsafe-inline'; img-src data:; connect-src 'self'"">
    <title>Page not found &middot; GitHub Pages</title>",0,0,0,True,21,20,16,3265,,False,True,False,ok,,,2026-05-26 02:27:55 Asia/Taipei
sell_strategy_backtest,8299,output/history/sell_strategy_backtest/8299_sell_strategy_backtest.csv,https://raw.githubusercontent.com/LeoChen0727/tdcc-weekly-report/main/output/history/sell_strategy_backtest/8299_sell_strategy_backtest.csv,raw,True,success,200,,20,16,21,True,21,20,16,3265,,False,True,True,ok,,bbd2f6e34fb7d816,2026-05-26 02:27:55 Asia/Taipei
sell_strategy_summary,2484,output/history/sell_strategy_backtest/2484_sell_strategy_summary.md,https://api.github.com/repos/LeoChen0727/tdcc-weekly-report/contents/output/history/sell_strategy_backtest/2484_sell_strategy_summary.md?ref=main,api,True,success,200,,28,1,28,True,28,28,1,1742,,False,True,True,ok,,e6245ea0facf6b78,2026-05-26 02:27:54 Asia/Taipei
sell_strategy_summary,2484,output/history/sell_strategy_backtest/2484_sell_strategy_summary.md,https://LeoChen0727.github.io/tdcc-weekly-report/output/history/sell_strategy_backtest/2484_sell_strategy_summary.md,pages,False,missing_file,404,"<!DOCTYPE html>
<html>
  <head>
    <meta http-equiv=""Content-type"" content=""text/html; charset=utf-8"">
    <meta http-equiv=""Content-Security-Policy"" content=""default-src 'none'; style-src 'unsafe-inline'; img-src data:; connect-src 'self'"">
    <title>Page not found &middot; GitHub Pages</title>",0,0,0,True,28,28,1,1742,,False,True,False,ok,,,2026-05-26 02:27:54 Asia/Taipei
sell_strategy_summary,2484,output/history/sell_strategy_backtest/2484_sell_strategy_summary.md,https://raw.githubusercontent.com/LeoChen0727/tdcc-weekly-report/main/output/history/sell_strategy_backtest/2484_sell_strategy_summary.md,raw,True,success,200,,28,1,28,True,28,28,1,1742,,False,True,True,ok,,e6245ea0facf6b78,2026-05-26 02:27:54 Asia/Taipei
sell_strategy_summary,8299,output/history/sell_strategy_backtest/8299_sell_strategy_summary.md,https://api.github.com/repos/LeoChen0727/tdcc-weekly-report/contents/output/history/sell_strategy_backtest/8299_sell_strategy_summary.md?ref=main,api,True,success,200,,28,1,28,True,28,28,1,1686,,False,True,True,ok,,abc446cd54e5ce00,2026-05-26 02:27:55 Asia/Taipei
sell_strategy_summary,8299,output/history/sell_strategy_backtest/8299_sell_strategy_summary.md,https://LeoChen0727.github.io/tdcc-weekly-report/output/history/sell_strategy_backtest/8299_sell_strategy_summary.md,pages,False,missing_file,404,"<!DOCTYPE html>
<html>
  <head>
    <meta http-equiv=""Content-type"" content=""text/html; charset=utf-8"">
    <meta http-equiv=""Content-Security-Policy"" content=""default-src 'none'; style-src 'unsafe-inline'; img-src data:; connect-src 'self'"">
    <title>Page not found &middot; GitHub Pages</title>",0,0,0,True,28,28,1,1686,,False,True,False,ok,,,2026-05-26 02:27:55 Asia/Taipei
sell_strategy_summary,8299,output/history/sell_strategy_backtest/8299_sell_strategy_summary.md,https://raw.githubusercontent.com/LeoChen0727/tdcc-weekly-report/main/output/history/sell_strategy_backtest/8299_sell_strategy_summary.md,raw,True,success,200,,28,1,28,True,28,28,1,1686,,False,True,True,ok,,abc446cd54e5ce00,2026-05-26 02:27:55 Asia/Taipei
stock_price_history,2484,data/stock_price_history/2484.csv,https://api.github.com/repos/LeoChen0727/tdcc-weekly-report/contents/data/stock_price_history/2484.csv?ref=main,api,True,success,200,,136,39,137,True,137,136,39,37107,20260526,False,True,True,ok,,eb59d8d41206baac,2026-05-26 02:27:54 Asia/Taipei
stock_price_history,2484,data/stock_price_history/2484.csv,https://LeoChen0727.github.io/tdcc-weekly-report/data/stock_price_history/2484.csv,pages,True,success,200,,136,39,137,True,137,136,39,37107,20260526,False,True,True,ok,,eb59d8d41206baac,2026-05-26 02:27:54 Asia/Taipei
stock_price_history,2484,data/stock_price_history/2484.csv,https://raw.githubusercontent.com/LeoChen0727/tdcc-weekly-report/main/data/stock_price_history/2484.csv,raw,True,success,200,,136,39,137,True,137,136,39,37107,20260526,False,True,True,ok,,eb59d8d41206baac,2026-05-26 02:27:54 Asia/Taipei
stock_price_history,8299,data/stock_price_history/8299.csv,https://api.github.com/repos/LeoChen0727/tdcc-weekly-report/contents/data/stock_price_history/8299.csv?ref=main,api,True,success,200,,136,39,137,True,137,136,39,40309,20260526,False,True,True,ok,,efda46137c2c2ec4,2026-05-26 02:27:54 Asia/Taipei
stock_price_history,8299,data/stock_price_history/8299.csv,https://LeoChen0727.github.io/tdcc-weekly-report/data/stock_price_history/8299.csv,pages,True,success,200,,136,39,137,True,137,136,39,40309,20260526,False,True,True,ok,,efda46137c2c2ec4,2026-05-26 02:27:54 Asia/Taipei
stock_price_history,8299,data/stock_price_history/8299.csv,https://raw.githubusercontent.com/LeoChen0727/tdcc-weekly-report/main/data/stock_price_history/8299.csv,raw,True,success,200,,136,39,137,True,137,136,39,40309,20260526,False,True,True,ok,,efda46137c2c2ec4,2026-05-26 02:27:54 Asia/Taipei
tdcc_stock_history,2484,data/tdcc_stock_history/2484.csv,https://api.github.com/repos/LeoChen0727/tdcc-weekly-report/contents/data/tdcc_stock_history/2484.csv?ref=main,api,True,success,200,,4,29,5,True,5,4,29,1262,20260522,False,True,True,insufficient_tdcc_history,,832ba607a23cdce5,2026-05-26 02:27:54 Asia/Taipei
tdcc_stock_history,2484,data/tdcc_stock_history/2484.csv,https://LeoChen0727.github.io/tdcc-weekly-report/data/tdcc_stock_history/2484.csv,pages,True,success,200,,4,29,5,True,5,4,29,1262,20260522,False,True,True,insufficient_tdcc_history,,832ba607a23cdce5,2026-05-26 02:27:54 Asia/Taipei
tdcc_stock_history,2484,data/tdcc_stock_history/2484.csv,https://raw.githubusercontent.com/LeoChen0727/tdcc-weekly-report/main/data/tdcc_stock_history/2484.csv,raw,True,success,200,,4,29,5,True,5,4,29,1262,20260522,False,True,True,insufficient_tdcc_history,,832ba607a23cdce5,2026-05-26 02:27:54 Asia/Taipei
tdcc_stock_history,8299,data/tdcc_stock_history/8299.csv,https://api.github.com/repos/LeoChen0727/tdcc-weekly-report/contents/data/tdcc_stock_history/8299.csv?ref=main,api,True,success,200,,4,29,5,True,5,4,29,1323,20260522,False,True,True,insufficient_tdcc_history,,06f31e4d2d8d697d,2026-05-26 02:27:54 Asia/Taipei
tdcc_stock_history,8299,data/tdcc_stock_history/8299.csv,https://LeoChen0727.github.io/tdcc-weekly-report/data/tdcc_stock_history/8299.csv,pages,True,success,200,,4,29,5,True,5,4,29,1323,20260522,False,True,True,insufficient_tdcc_history,,06f31e4d2d8d697d,2026-05-26 02:27:54 Asia/Taipei
tdcc_stock_history,8299,data/tdcc_stock_history/8299.csv,https://raw.githubusercontent.com/LeoChen0727/tdcc-weekly-report/main/data/tdcc_stock_history/8299.csv,raw,True,success,200,,4,29,5,True,5,4,29,1323,20260522,False,True,True,insufficient_tdcc_history,,06f31e4d2d8d697d,2026-05-26 02:27:54 Asia/Taipei
